Episode Number,English Title,Release Date,Color
598,The Samurai Who Cuts Fire! Foxfire Kin'emon!,"June 2, 2013",#F2F2F2
599,Shock! The Identity of the Mysterious Man Vergo!,"June 9, 2013",#F2F2F2
600,Protect the Children! Master's Evil Hands Close in,"June 16, 2013",#F2F2F2
601,New World's Severe Earthquake - Caesar's Nightmare Experiment,"June 23, 2013",#F2F2F2
602,History's Worst Slaughter Weapon! Shinokuni,"June 30, 2013",#F2F2F2
603,The Counterattack Begins! Luffy and Law's Great Escape,"July 7, 2013",#F2F2F2
604,The Aim is Building R! The Pirate Alliance's Great Assault!,"July 14, 2013",#F2F2F2
605,Tashigi's Tears - G-5's Suicidal Breakthrough Strategy,"July 21, 2013",#F2F2F2
606,Vice Admiral's Betrayal! 'Demon Bamboo' Vergo,"July 28, 2013",#F2F2F2
607,Incandescent Fierce Battle - Luffy vs. Caesar,"August 11, 2013",#F2F2F2
608,The Mastermind in the Shadows! Doflamingo Moves!,"August 18, 2013",#F2F2F2
7,Episode of Merry: The Tale of One More Friend,"August 24, 2013",#FF9F80
609,"Luffy's Freezing to Death!? The Terrifying Snow Woman, Monet!","August 25, 2013",#F2F2F2
610,Fist Fight! Two Vice Admirals Fight,"September 1, 2013",#F2F2F2
611,The Small Dragon! Momonosuke Revealed,"September 8, 2013",#F2F2F2
612,Deadly Combat in Snowstorm - The Straw Hats vs. the Snow Woman,"September 15, 2013",#F2F2F2
613,Secret Technique Blasts! Zoro's Strongest One-Sword Style!,"September 22, 2013",#F2F2F2
614,I'll Protect My Friends! Mocha's Desperate Escape,"September 29, 2013",#F2F2F2
615,Brownbeard's Bitterness! Luffy's Angry Attack,"October 6, 2013",#F2F2F2
616,Shocking Conclusion! Smoker vs. Vergo!,"October 13, 2013",#F2F2F2
617,Caesar Defeated! The Strongest Grizzly Magnum,"October 20, 2013",#F2F2F2
618,Invasion! The Assassin From Dressrosa,"October 27, 2013",#F2F2F2
619,Rampage! The Invincible Franky Shogun,"November 3, 2013",#F2F2F2
620,Desperate Situation! Punk Hazard's Big Explosion,"November 10, 2013",#F2F2F2
621,Capture Caesar - General Cannon Blasts,"November 17, 2013",#F2F2F2
622,Emotional Meeting! Momonosuke and Kin'emon,"November 24, 2013",#F2F2F2
623,Regretful Departure - Leaving Punk Hazard!,"December 1, 2013",#F2F2F2
624,G-5's Annihilation! Doflamingo Assaults!,"December 8, 2013",#F2F2F2
625,Tension! Aokiji vs. Doflamingo,"December 15, 2013",#F2F2F2
626,Caesar has Disappeared! The Pirate Alliance Sallies,"December 22, 2013",#CCFFFF
627,Luffy Dies in the Sea!? The Collapse of the Pirate Alliance,"January 5, 2014",#CCFFFF
628,Big Reversal! Luffy's Explosive Fist of Fury,"January 12, 2014",#CCFFFF
629,Violent Shock! Earth-shaking Big News,"January 19, 2014",#F2F2F2
630,"Adventure! The Country of Love and Passion, Dressrosa","January 26, 2014",#F2F2F2
631,Swirling Madness - Corrida Colosseum,"February 2, 2014",#F2F2F2
632,Dangerous Love - Dancing Girl Violet,"February 9, 2014",#F2F2F2
633,The Most Powerful Unknown Warrior! Lucy Appears,"February 16, 2014",#F2F2F2
634,The Pirate Prince Cavendish,"February 23, 2014",#F2F2F2
635,The Fated Reunion - Bellamy the Hyena,"March 2, 2014",#F2F2F2
636,Supernova! Bartolomeo the Cannibal,"March 16, 2014",#F2F2F2
637,Rivalry of Warriors! B Block on Fire!,"March 23, 2014",#F2F2F2
638,One-hit Knockout! The Astounding King Punch,"March 30, 2014",#F2F2F2
639,Fighting Fish Attack! Break through the Iron Bridge of Death,"April 6, 2014",#F2F2F2
640,"Adventure! The Island of Fairies, Green Bit","April 13, 2014",#F2F2F2
641,The Unknown World - Tontatta Kingdom,"April 20, 2014",#F2F2F2
642,Scheme of the Century - Doflamingo Gets Moving,"April 27, 2014",#F2F2F2
643,Heaven and Earth Shakes! The True Power of Admiral Fujitora,"May 4, 2014",#F2F2F2
644,An Angry Blow! The Giant vs. Lucy,"May 11, 2014",#F2F2F2
645,The Destructive Cannon Explodes! A Close Call for Lucy,"May 18, 2014",#F2F2F2
646,The Legendary Pirate - Don Chinjao!,"May 25, 2014",#F2F2F2
647,Light and Shadow - The Darkness Lurking in Dressrosa!,"June 1, 2014",#F2F2F2
648,"Sortie - The Legendary Hero, Usoland","June 8, 2014",#F2F2F2
649,The Fierce Battle's Conclusion! Lucy VS Chinjao!,"June 15, 2014",#F2F2F2
650,Luffy and the Fated Gladiator Rebecca,"June 22, 2014",#F2F2F2
651,Protect her 'til the End! Rebecca and the Toy Soldier,"June 29, 2014",#F2F2F2
652,Final Battleground - D Block Battle Begins,"July 6, 2014",#F2F2F2
653,Decisive Battle! Giolla vs. Straw Hat Crew,"July 13, 2014",#F2F2F2
654,Blade of Beauty! Cavendish of the White Horse,"July 20, 2014",#F2F2F2
655,The Great Clash! Sanji VS. Doflamingo,"August 3, 2014",#F2F2F2
656,Rebecca’s Sword of Death! Backwater Sword Dance,"August 10, 2014",#F2F2F2
657,The Unluckiest Fighters! Logan vs. Rebecca,"August 17, 2014",#F2F2F2
658,Shock! The Toy Soldier’s True Identity!,"August 24, 2014",#F2F2F2
8,3D2Y,"August 30, 2014",#FF9F80
659,A Chilling Past! The Secret Behind Dressrosa,"August 31, 2014",#F2F2F2
660,Nightmare! That One Tragic Evening in Dressrosa,"September 7, 2014",#F2F2F2
661,Shichibukai Confrontation - Law vs. Doflamingo,"September 14, 2014",#F2F2F2
662,Two Great Forces Face-off! Straw Hat and the Heavenly Demon,"September 21, 2014",#F2F2F2
663,"Luffy, Startled — The Man Who Will Inherit Ace’s Will","September 28, 2014",#F2F2F2
664,Start Operation SOP — Usoland Charges,"October 5, 2014",#F2F2F2
665,Hot Emotions - Rebecca vs. Suleiman,"October 12, 2014",#F2F2F2
666,Winner Decided!? The End to the D-Block Bash,"October 19, 2014",#F2F2F2
667,The Admiral's Decision — Fujitora vs. Doflamingo,"October 26, 2014",#F2F2F2
668,The Final Round Begins — Diamante the Hero Takes the Stage,"November 2, 2014",#F2F2F2
669,The Castle Moves! Elite Officer Pica Emerges,"November 9, 2014",#F2F2F2
670,Dragon Claw Explosion! Lucy's Threatening Blow!,"November 16, 2014",#F2F2F2
671,Defeat Sugar - The Dwarf Soldiers Charge In!,"November 23, 2014",#F2F2F2
672,The Last Light — The Secret of Our Captain!,"November 30, 2014",#F2F2F2
673,The Rupture Human — Gladius’ Big Explosion!,"December 7, 2014",#F2F2F2
674,Liar Usoland on the Run!,"December 14, 2014",#F2F2F2
675,A Fated Meeting — Kyros and King Riku,"December 21, 2014",#F2F2F2
676,Operation Failed! Hero Usoland Dies!?,"December 28, 2014",#F2F2F2
677,The Legend is Back! Kyros' All-out Blow,"January 11, 2015",#F2F2F2
678,Fire Fist Explosion! The Power of the Revived Mera Mera no Mi,"January 18, 2015",#F2F2F2
679,Gallant Appearance — Revolutionary Army Chief of Staff Sabo,"January 25, 2015",#F2F2F2
680,The Devil's Trap — Dressrosa Annihilation Plan,"February 1, 2015",#F2F2F2
681,The 500 Million Man — The Target is Usoland!,"February 8, 2015",#F2F2F2
682,Breaking through Enemy Lines - Luffy and Zoro Launch the Counter-Attack,"February 15, 2015",#F2F2F2
683,"With a Rumbling of the Ground - The God of Destruction, Giant Pica Descends","March 1, 2015",#F2F2F2
684,Gathering into a Powerful Front! Luffy and a Group of Brutal Warriors!,"March 15, 2015",#F2F2F2
685,Great Advance! Luffy Army vs. Pica!,"March 22, 2015",#F2F2F2
686,A Shocking Confession! Law's Soul-burning Vow!,"March 29, 2015",#F2F2F2
687,A Big Clash! Chief of Staff Sabo vs. Admiral Fujitora,"April 5, 2015",#F2F2F2
688,A Desperate Situation - Luffy Gets Caught in a Trap!,"April 12, 2015",#F2F2F2
689,Great Escape! Luffy's Miraculous Elephant Gun!,"April 19, 2015",#F2F2F2
690,A United Front — Luffy's Breakthrough to Victory,"April 26, 2015",#F2F2F2
691,The Second Samurai — Evening Shower Kanjuro Appears,"May 3, 2015",#F2F2F2
692,The Struggle with Pica — Zoro's One Finishing Move,"May 10, 2015",#F2F2F2
693,Princess of Little People — The Imprisoned Mansherry,"May 17, 2015",#F2F2F2
694,Invulnerable! The Terrifying Headcracker Doll Army,"May 24, 2015",#F2F2F2
695,Life-Risking! Luffy is the Trump Card to Victory,"May 31, 2015",#F2F2F2
696,A Tearful Reunion — Rebecca and Kyros!,"June 7, 2015",#F2F2F2
697,One Shot One Kill - The Man Who Will Save Dressrosa,"June 14, 2015",#F2F2F2
698,Anger Explosion - Luffy and Law's Ultimate Secret Plan,"June 21, 2015",#F2F2F2
699,Noble Family - Doflamingo's True Identity!,"June 28, 2015",#F2F2F2
700,Ultimate Power - The Secret of the Ope Ope no Mi!,"July 5, 2015",#F2F2F2
701,Sad Memories - Law the Boy from the White City!,"Jul 12, 2015",#F2F2F2
702,Celestial Dragon! Doffy's Sublime Past,"July 19, 2015",#F2F2F2
703,A Difficult Path — Law and Corazon's Life Journey,"August 2, 2015",#F2F2F2
704,Time Draws Near! Seize the Ope Ope no Mi!,"August 9, 2015",#F2F2F2
705,A Moment of Resolution - Corazon's Parting Smile!,"August 16, 2015",#F2F2F2
9,Episode of Sabo: The Three Brothers' Bond - The Miraculous Reunion and the Inherited Will,"August 22, 2015",#FF9F80
706,"Go, Law - The Kind-hearted Man's Final Battle!","August 23, 2015",#F2F2F2
707,To Freedom! Law Unleashes the Injection Shot,"August 30, 2015",#F2F2F2
708,Heated Battle - Law vs. Doflamingo,"September 6, 2015",#F2F2F2
709,A Decisive Battle Against the Executives - Proud Hajrudin,"September 13, 2015",#F2F2F2
710,Battle of Love - Navy Leader Sai vs. Baby 5,"September 20, 2015",#F2F2F2
711,A Man's Pride - Bellamy's Last Assault!,"September 27, 2015",#F2F2F2
712,Storm and Stress - Hakuba vs. Dellinger,"October 4, 2015",#F2F2F2
713,Bari-Bari - Homage God Fist Strikes!,"October 11, 2015",#F2F2F2
714,The Healing Princess — Save Mansherry!,"October 18, 2015",#F2F2F2
715,Showdown Between Men — Senor's Requiem of Love,"October 25, 2015",#F2F2F2
716,Stardust of Death — Diamante's Storm of Fierce Attacks,"November 1, 2015",#F2F2F2
717,Trueno Bastardo! Kyros' Blow of Anger!,"November 8, 2015",#F2F2F2
718,Moving Across the Ground! The Giant Statue Pica's Surprise Maneuver!,"November 15, 2015",#F2F2F2
719,Aerial Battle - Zoro's Deadly Secret Technique Explodes!,"November 22, 2015",#F2F2F2
720,See ya Later! Bellamy's Farewell Blow!,"November 29, 2015",#F2F2F2
721,Law Dies - Luffy's Fierce Assault of Anger!,"December 6, 2015",#F2F2F2
722,A Blade of Tenacity! The Gamma Knife Counterattack!,"December 13, 2015",#F2F2F2
10,Adventure of Nebulandia,"December 19, 2015",#FF9F80
723,Haki Clash - Luffy vs. Doflamingo,"December 20, 2015",#F2F2F2
724,Impossible to Attack - Trebol's Shocking Secret,"December 27, 2015",#F2F2F2
725,Anger Erupts! I Will Take Everything upon Myself!,"January 10, 2016",#F2F2F2
726,Gear Fourth! The Miraculous Boundman!,"January 17, 2016",#F2F2F2
727,Great Counterattack! Doflamingo's Awakening!,"January 24, 2016",#F2F2F2
728,Luffy! The All-Out Leo Bazooka!,"January 31, 2016",#F2F2F2
729,Kaen Ryuo - Protect Luffy's Life,"February 14, 2016",#F2F2F2
730,"Tears of Miracles! Mansherry's Fight!""","February 21, 2016",#F2F2F2
731,As Long as We Breathe! Stop the Deadly Birdcage!,"February 28, 2016",#F2F2F2
732,Dead or Alive! A Fateful Countdown!,"March 6, 2016",#F2F2F2
733,Attack on a Celestial! Luffy's King Kong Gun of Anger!,"March 20, 2016",#F2F2F2
734,To Be Free! Dressrosa's Delight!,"March 27, 2016",#F2F2F2
735,The Unheard-of! Admiral Fujitora's Surprising Decision!,"April 3, 2016",#F2F2F2
736,Sending a Shock Wave! The Worst Generation Goes Into Action!,"April 10, 2016",#F2F2F2
737,The Birth of the Legend! The Adventures of the Revolutionary Warrior Sabo!,"April 17, 2016",#F2F2F2
738,The Brothers' Bond! The Untold Story Behind Luffy and Sabo's Reunion!,"April 24, 2016",#F2F2F2
739,"The Strongest Creature! One of the Four Emperors - Kaido, King of the Beasts!","May 1, 2016",#F2F2F2
740,Fujitora Takes Action! The Complete Siege of the Straw Hats!,"May 8, 2016",#F2F2F2
741,A State of Emergency! Rebecca Is Kidnapped!,"May 15, 2016",#F2F2F2
742,The Bond Between Father and Daughter! Kyros and Rebecca!,"May 22, 2016",#F2F2F2
743,Manly Spirit! Luffy vs. Fujitora in a Head-to-Head Clash,"May 29, 2016",#F2F2F2
744,No Way Out! Admiral Fujitora's Ruthless Pursuit!,"June 5, 2016",#F2F2F2
745,Exchanging the Sons' Cups! Straw Hat Grand Fleet!,"June 12, 2016",#F2F2F2
746,Clash of the Mightiest — Raging Monsters of the New World,"June 19, 2016",#F2F2F2
747,The Silver Fortress — The Great Adventures of Luffy and Bart,"June 26, 2016",#CCFFFF
2,One Piece Film: Gold Episode 0,"July 2, 2016",#EECFDD
748,An Underground Labyrinth — Luffy vs Mine Cart Man,"July 3, 2016",#CCFFFF
749,The Sword Technique Heats Up! Law and Zoro Finally Appear!,"July 10, 2016",#CCFFFF
11,Heart of Gold,"July 16, 2016",#FF9F80
750,A Desperate Situation - Luffy Fights a Battle in Extreme Heat,"July 17, 2016",#CCFFFF
13,One Piece Film: Gold,"July 23, 2016",#ABCDEF
751,"The Start of a New Adventure - Arrival at the Mysterious Island, 'Zou'!","July 31, 2016",#F2F2F2
752,The New Warlord - Son of the Legendary Whitebeard Arrives,"August 7, 2016",#F2F2F2
753,A Deadly Elephant Climb - A Great Adventure on the Back of the Giant Elephant!,"August 21, 2016",#F2F2F2
754,Battle Starts! Luffy vs. the Mink Tribe!,"August 28, 2016",#F2F2F2
755,Garchu! The Straw Hat Crew Reunites,"September 4, 2016",#F2F2F2
756,The Counterattack Begins! The Curly Hat Pirates moves out!,"September 11, 2016",#F2F2F2
757,An Incoming Threat - Jack of the Beasts Pirates!,"September 25, 2016",#F2F2F2
758,Ruler of Day - Enter Duke Inuarashi!,"October 2, 2016",#F2F2F2
759,Ruler of Night - Nekomamushi Appears,"October 9, 2016",#F2F2F2
760,Destruction of the Capital - Curly Hat Pirates Arrive on Land!,"October 16, 2016",#F2F2F2
761,Race Against Time - The Bond of the Minks and the Crew!,"October 23, 2016",#F2F2F2
762,The Rascal Returns Home - Emperor Big Mom's Assassin,"October 30, 2016",#F2F2F2
763,The Truth Behind His Disappearance - Sanji's Shocking Invitation,"November 6, 2016",#F2F2F2
764,To My Buds! Sanji's Farewell Note!,"November 13, 2016",#F2F2F2
765,Let's Go See Master Nekomamushi,"November 20, 2016",#F2F2F2
766,Luffy's Decision - Sanji on the Brink of Quitting!,"November 27, 2016",#F2F2F2
767,A Volatile Situation - The Dog and the Cat and the Samurai!,"December 4, 2016",#F2F2F2
768,"The Third One! Raizo of the Mist, the Ninja, Appears!","December 11, 2016",#F2F2F2
769,A Red Stone! A Guide to the One Piece,"December 18, 2016",#F2F2F2
770,The Secret of Wano Country — The Kouzuki Clan and the Poneglyph,"December 25, 2016",#F2F2F2
771,A Man’s Vow — Luffy and Kouzuki Momonosuke,"January 8, 2017",#F2F2F2
772,The Legendary Journey! The Dog and the Cat and the Pirate King!,"January 15, 2017",#F2F2F2
773,Returning Nightmare - Assault of the Invulnerable Jack,"January 22, 2017",#F2F2F2
774,Defensive Battle of Zou - Luffy and Zunisha!,"January 29, 2017",#F2F2F2
775,Save the Giant Elephant - The Straw Hats Rescue Operation!,"February 5, 2017",#CCFFFF
776,Descending the Elephant — Setting Sail for Sanji’s Retrieval!,"February 12, 2017",#F2F2F2
777,To the Levely - Princess Vivi and Princess Shirahoshi,"February 19, 2017",#F2F2F2
778,To the Levely - Rebecca and the Sakura Kingdom,"February 26, 2017",#F2F2F2
779,Kaido Returns - The Worst Generation Threatened!,"March 5, 2017",#F2F2F2
780,A Hungry Front - Luffy and the Marine Rookies!,"March 19, 2017",#CCFFFF
781,The Persistent Trio — The Great Pursuit for the Straw Hats!,"March 26, 2017",#CCFFFF
782,Fist of the Devil — Showdown! Luffy vs. Grount,"April 2, 2017",#CCFFFF
783,Sanji’s Homecoming! Into Big Mom’s Territory!,"April 9, 2017",#F2F2F2
784,0 and 4 — A Confrontation with Germa 66!,"April 16, 2017",#F2F2F2
785,The Deadly Poison Crisis — Luffy and Reiju!,"April 23, 2017",#F2F2F2
786,"Totto Land! Emperor ""Big Mom"" Appears","April 30, 2017",#F2F2F2
787,"The Emperor’s Daughter — Sanji’s Fiancée ""Pudding""","May 7, 2017",#F2F2F2
788,A Massive Attack! Mom's Hunger Pangs,"May 14, 2017",#F2F2F2
789,The Capital Crumbles!? Big Mom and Jinbe,"May 21, 2017",#F2F2F2
790,The Emperor's Castle — Arrival on Whole Cake Island,"May 28, 2017",#F2F2F2
791,The Forest of Sweets! Luffy vs. Luffy,"June 4, 2017",#F2F2F2
792,Mom's Assassin - Luffy and the Seducing Woods!,"June 11, 2017",#F2F2F2
793,The Seafaring Nation — Judge the King of Germa,"June 18, 2017",#F2F2F2
794,A Showdown Between Father and Son — Judge vs. Sanji,"June 25, 2017",#F2F2F2
795,Great Ambition — Big Mom and Caesar,"July 2, 2017",#F2F2F2
796,Kingdom of Souls — Mom’s Fearsome Power!,"July 9, 2017",#F2F2F2
797,"A Top Executive! One of the Three Commanders ""Cracker"" Appears","July 16, 2017",#F2F2F2
798,An Enemy With 800 Million Bounty — Luffy vs. Thousand Arms Cracker,"July 23, 2017",#F2F2F2
799,Full Force Showdown — Gear Fourth vs. Bisu Bisu Ability,"July 30, 2017",#F2F2F2
800,1 and 2 — Assemble! The Vinsmoke Family,"August 6, 2017",#F2F2F2
801,The Benefactor's Life! Sanji and Owner Zeff!,"August 13, 2017",#F2F2F2
802,An Angry Sanji! The Secret of Germa 66!,"August 20, 2017",#F2F2F2
12,Episode of East Blue,"August 26, 2017",#FF9F80
803,The Past that He Let Go of! Vinsmoke Sanji!,"August 27, 2017",#F2F2F2
804,To East Blue - Sanji's Decision to Set Sail,"September 3, 2017",#F2F2F2
805,A Battle of Limits - Luffy and the Infinite Biscuits!,"September 17, 2017",#F2F2F2
806,Power of Fullness - New Gear Fourth Tankman!,"September 24, 2017",#F2F2F2
807,Saddest Duel - Luffy vs. Sanji Part 1,"October 1, 2017",#F2F2F2
808,Saddest Duel - Luffy vs. Sanji Part 2,"October 1, 2017",#F2F2F2
809,A Storm of Revenge! An Enraged Army Comes to Attack!,"October 15, 2017",#F2F2F2
810,The End of the Adventure - Sanji's Resolute Proposal,"October 22, 2017",#F2F2F2
811,I'll Wait Here - Luffy vs. the Enraged Army,"October 29, 2017",#F2F2F2
812,Infiltration Inside the Castle - Steal the Road Poneglyph,"November 5, 2017",#F2F2F2
813,Face-to-face - Luffy and Big Mom,"November 12, 2017",#F2F2F2
814,Shout of the Soul - Brook and Pedro's Lightning Operation,"November 19, 2017",#F2F2F2
815,Farewell — Pudding’s Tears of Resolve,"November 26, 2017",#F2F2F2
816,The History of the Left Eye - Pedro vs. Baron Tamago,"December 3, 2017",#F2F2F2
817,Moist Cigarette! The Night Before Sanji's Wedding!,"December 10, 2017",#F2F2F2
818,The Undaunted Soul - Brook vs. Big Mom,"December 17, 2017",#F2F2F2
819,Sora's Wish! Germa's Failure - Sanji!,"December 24, 2017",#F2F2F2
820,Sanji is Back - Luffy’s Great Flat-out Run Counterattack,"January 7, 2018",#F2F2F2
821,"The Chateau in Turmoil! Luffy, to the Rendezvous!","January 14, 2018",#F2F2F2
822,The Decision to Part! Sanji and the Straw Hat Bento,"January 21, 2018",#F2F2F2
823,The Emperor Rolls Over - The Great Brook Rescue Mission!,"January 28, 2018",#F2F2F2
824,"The Rendezvous! Luffy, a One-on-One at His Limit!","February 4, 2018",#F2F2F2
825,Liar - Luffy and Sanji,"February 11, 2018",#F2F2F2
826,Sanji Returns — Crash It! The Tea Party from Hell,"February 18, 2018",#F2F2F2
827,A Secret Meeting! Luffy vs. The Fire Tank Pirates,"March 04, 2018",#F2F2F2
828,The Deadly Pact! Luffy & Bege's Allied Forces,"March 18, 2018",#F2F2F2
829,Luffy’s Secret Plan — Just Before the Curtain Rises! The Conspired Wedding Ceremony,"March 25, 2018",#F2F2F2
830,Family Gathering — The Curtain Rises! The Tea Party from Hell,"April 1, 2018",#F2F2F2
831,The Pretend Couple! Enter Sanji ♡ Pudding,"April 8, 2018",#F2F2F2
832,The Kiss of Death! The Emperor Assassination Plan Begins!,"April 15, 2018",#F2F2F2
833,Offering up a Sake Cup! Chivalrous Jinbe repays his debt!,"April 22, 2018",#F2F2F2
834,The Mission Failed!? Big Mom Pirates Counterattack!,"April 29, 2018",#F2F2F2
835,Run Sanji! SOS Germa 66!,"May 6, 2018",#F2F2F2
836,The Mystery of Mama - The Island of Giants and the Little Beast,"May 13, 2018",#F2F2F2
837,Mama's Birthday - The Day that Carmel has disappeared,"May 20, 2018",#F2F2F2
838,Launchers Explosion! Big Mom Assassination Moment,"May 27, 2018",#F2F2F2
839,Evil Army - Transformation! Germa 66,"June 3, 2018",#F2F2F2
840,Cutting the Father-Son Relationship! Sanji and Judge!,"June 10, 2018",#F2F2F2
841,Tea Party Escape - Luffy VS Big Mom,"June 17, 2018",#F2F2F2
842,Execution Starts - Luffy Allied Army Annihilation !?,"June 24, 2018",#F2F2F2
843,The Castle Collapsed - Straw Hat Pirates Begins Great Escape,"July 1, 2018",#F2F2F2
844,The Spear of Elbaph - Onslaught! The Flying Big Mom,"July 8, 2018",#F2F2F2
845,Pudding’s Resolve Blazes - The Seducing Woods,"July 15, 2018",#F2F2F2
846,The Thunder’s Counterattack - Nami and the Stormy Zeus,"July 22, 2018",#F2F2F2
847,A Coincidental Reunion - Sanji and the Evil Pudding in Love,"July 29, 2018",#F2F2F2
848,Protecting the Sunny - Fierce Battle! Chopper and Brook,"August 5, 2018",#F2F2F2
849,Before the Dawn - Guardians Leader Pedro,"August 12, 2018",#F2F2F2
850,I Will Definitely Return! Luffy’s Life-Risking Departure,"August 19, 2018",#F2F2F2
13,Episode of Sky Island,"August 25, 2018",#FF9F80
851,"The Man with a Bounty of Billion - The Strongest Sweet Commander, Katakuri","August 26, 2018",#F2F2F2
852,A Hard Battle Starts - Luffy vs. Katakuri,"September 2, 2018",#F2F2F2
853,"The Green Room - An Invincible Helmsman, Jinbe","September 16, 2018",#F2F2F2
854,The Menacing Mogura — Luffy’s Silent Fight!,"September 23, 2018",#F2F2F2
855,The End of the Deadly Battle!? Katakuri's Awakening in Anger,"September 30, 2018",#F2F2F2
856,The Forbidden Secret - Katakuri's Merienda,"October 7, 2018",#F2F2F2
857,Luffy Fights Back - The Invincible Katakuri's Weak Point!,"October 14, 2018",#F2F2F2
858,Another Crisis! Gear Fourth vs. Muso Donuts,"October 21, 2018",#F2F2F2
859,"The Rebellious Daughter, Chiffon - Sanji's Big Plan for Transporting the Cake","October 28, 2018",#F2F2F2
860,A Man's Way of Life - Bege and Luffy's Determination as Captains,"November 4, 2018",#F2F2F2
861,The Cake Sank?! Sanji and Bege's Getaway Battle!,"November 11, 2018",#F2F2F2
862,Sulong - Carrot's Big Mystic Transformation,"November 18, 2018",#F2F2F2
863,Break Through - The Straw Hats' Mighty Sea Battle!,"November 25, 2018",#F2F2F2
864,"Finally, They Clash - Emperor vs. Straw Hats","December 9, 2018",#F2F2F2
865,Dark King's Direct Precepts - The Battle Against Katakuri Turns Around,"December 16, 2018",#F2F2F2
866,"Finally He Returns - Sanji, the Man Who'll Stop the Emperor","December 23, 2018",#F2F2F2
867,Lurking in the Darkness - An Assassin Targeting Luffy!,"January 6, 2019",#F2F2F2
868,One Man's Determination - Katakuri's Deadly Big Fight,"January 13, 2019",#F2F2F2
869,Wake Up - Kenbunshoku Able to Top The Strongest!,"January 20, 2019",#F2F2F2
870,A Fist of Divine Speed - Another Gear Fourth Application Activated!,"January 27, 2019",#F2F2F2
871,"Finally, It's Over - The Climax of the Intense Fight against Katakuri","February 3, 2019",#F2F2F2
872,A Desperate Situation - The Iron-Tight Entrapment of Luffy!,"February 10, 2019",#F2F2F2
873,Pulling Back from the Brink - The Formidable Reinforcements Germa!,"February 17, 2019",#F2F2F2
874,The Last Hope - The Sun Pirates Emerge,"February 24, 2019",#F2F2F2
875,A Captivating Flavor - Sanji's Cake of Happiness,"March 3, 2019",#F2F2F2
876,"The Man of Humanity and Justice - Jinbe, a Desperate Massive Ocean Current","March 17, 2019",#F2F2F2
877,The Parting Time - Pudding's Last Wish,"March 24, 2019",#F2F2F2
878,The World is Stunned - The Fifth Emperor of the Sea Emerges!,"March 31, 2019",#F2F2F2
879,To the Levely - The Straw Hats' Sworn Allies Come Together,"April 7, 2019",#F2F2F2
880,Sabo Goes into Action - All the Captains of the Revolutionary Army Appear!,"April 14, 2019",#F2F2F2
881,Going into Action - The Implacable New Fleet Admiral Sakazuki,"April 21, 2019",#F2F2F2
882,The Summit War - The Inherited Will of the Pirate King,"April 28, 2019",#F2F2F2
883,One Step Forward for Her Dream - Shirahoshi Goes Out in the Sun!,"May 5, 2019",#F2F2F2
884,I Miss Him - Vivi and Rebecca's Sentiments,"May 12, 2019",#F2F2F2
885,In the Dark Recesses of the Holyland - A Mysterious Giant Straw Hat,"May 19, 2019",#F2F2F2
886,The Holy Land in Tumult - The Targeted Princess Shirahoshi!,"May 26, 2019",#F2F2F2
887,On the Verge - The Two Emperors Targeting Luffy,"June 2, 2019",#F2F2F2
888,Sabo Gets Angry - Tragedy of the Revolutionary Army Officer Kuma,"June 9, 2019",#F2F2F2
889,"Finally, It Starts - The Conspiracy-filled Levely!","June 16, 2019",#F2F2F2
890,Marco! The Keeper of Whitebeard's Last Memento,"June 23, 2019",#F2F2F2
891,Climbing Up a Waterfall! A Great Journey Through Wano Country's Sea Zone!,"June 30, 2019",#F2F2F2
892,Wano Country! To the Land of Dancing Sakura and Samurai,"July 7, 2019",#F2F2F2
893,Otama Appears! Luffy vs. Kaido's Army!,"July 14, 2019",#F2F2F2
894,He’ll Come! The Legend of Ace in Wano Country!,"July 21, 2019",#F2F2F2
895,Special Edition! - The Strongest Bounty Hunter Cider,"July 28, 2019",#FFFF79
896,Special Editon! - Luffy Vs Cidre Guild,"August 4, 2019",#FFFF79
14,One Piece: Stampede,"August 9, 2019",#ABCDEF
897,"Save O-Tama! Straw Hat, Bounding through the Wasteland!","August 11, 2019",#F2F2F2
898,Headliner! The Magician Basil Hawkins Enters the Scene!,"August 18, 2019",#F2F2F2
899,Confirmed Defeat! The Assault of the Strawman!,"August 25, 2019",#F2F2F2
900,The Greatest Day! O-Tama’s First Oshiruko!,"September 1, 2019",#F2F2F2
901,Entering Enemy Territory! The Protagonists Spread into the Town of Bakura!,"September 8, 2019",#F2F2F2
902,The Yokozuna Appears - The Invincible Urashima Goes After O-Kiku!,"September 15, 2019",#F2F2F2
903,A Climactic Sumo Battle - Straw Hat vs. the Strongest Ever Yokozuna!,"September 22, 2019",#F2F2F2
904,Luffy's Intense Anger! Save O-Tama from the Crisis!,"September 29, 2019",#F2F2F2
905,Fighting for Otama! Fight against Holdem!,"October 6, 2019",#F2F2F2
906,Strike - The Magician and the Surgeon of Death!,"October 13, 2019",#F2F2F2
907,20th Anniversary! - Special Romance Dawn,"October 20, 2019",#FFFF79
908,Arrival of the Treasure Ship - Luffy-tarou Returns the Favor!,"October 27, 2019",#F2F2F2
909,A Mysterious Gravestone - Reunion at the Oden Castle Ruins!,"November 10, 2019",#F2F2F2
910,The Legendary Samurai - A Man that Roger Favoured!,"November 17, 2019",#F2F2F2
911,Defeat the Emperor - The Secret Raid Plan Starts,"November 24, 2019",#F2F2F2
